orderNumber,occurrenceID,family,verbatimScientificName,identificationQualifier,genus,species,subspecies,author,eventDate,year,basisOfRecord,lifeStage,organismQuantity,organismQuantityType,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,locality,municipality,stateProvince,island,islandGroup,country,countryCode,recordedBy,determinavit (det.),identificationRemarks,occurrenceRemarks,kingdom,scientificName,rankmarker,taxon_id,language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,taxonRank,nomenclaturalCode
310,WL:SNAIL:GC:OCC:00309,Geomitridae,Monilearia persimilis,,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,HumanObservation,,,estimate count,27.7929554,-15.54264832,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height",empty shell,Animalia,Monilearia persimilis,sp.,checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,species,ICZN
311,WL:SNAIL:GC:OCC:00310,Helicidae,Hemicycla psathyra cf. temperata,cf.,Hemicycla,psathyra,cf. temperata,"(Mousson, 1872)",05/02/2020,2020,HumanObservation,,,estimate count,27.7933445,-15.54347706,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"location is strange for this species, large globular shells",empty shell,Animalia,Hemicycla psathyra temperata,infrasp.,checklist_snails_grancanaria:taxon:a6b3f299146368638a9e8aa2f2d8cb8c,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:a6b3f299146368638a9e8aa2f2d8cb8c,infraspecificname,ICZN
312,WL:SNAIL:GC:OCC:00311,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,HumanObservation,adult,1,exact count,27.79330444,-15.54351044,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
313,WL:SNAIL:GC:OCC:00312,Geomitridae,Obelus despreauxii,,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,HumanObservation,,,estimate count,27.74512863,-15.57508469,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Obelus despreauxii,sp.,checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,species,ICZN
314,WL:SNAIL:GC:OCC:00313,Geomitridae,Monilearia pulverulenta,,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,HumanObservation,,,estimate count,27.74523544,-15.57510853,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Monilearia pulverulenta,sp.,checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,species,ICZN
315,WL:SNAIL:GC:OCC:00314,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,HumanObservation,,,exact count,27.74548912,-15.57510853,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
316,WL:SNAIL:GC:OCC:00315,Helicidae,Theba geminata,,Theba,geminata,,"(Mousson, 1857)",05/02/2020,2020,HumanObservation,adult,1,exact count,27.74546432,-15.5751152,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell | subadult,Animalia,Theba geminata,sp.,checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,species,ICZN
317,WL:SNAIL:GC:OCC:00316,Geomitridae,Cochlicella barbara,,Cochlicella,barbara,,"(Linnaeus, 1758)",05/02/2020,2020,HumanObservation,juvenile,1,exact count,27.74497986,-15.57546616,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Cochlicella barbara,sp.,checklist_snails_grancanaria:taxon:5d5814ec63be19cb1459889d555f1f01,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:5d5814ec63be19cb1459889d555f1f01,species,ICZN
318,WL:SNAIL:GC:OCC:00317,Geomitridae,Obelus pumilio,,Obelus,pumilio,,"(Dillwyn, 1817)",05/02/2020,2020,HumanObservation,adult,1,exact count,27.74411201,-15.57733154,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Obelus pumilio,sp.,checklist_snails_grancanaria:taxon:261aa5233686ca7b24a373f6fc69bfdb,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:261aa5233686ca7b24a373f6fc69bfdb,species,ICZN
319,WL:SNAIL:GC:OCC:00318,Geomitridae,Monilearia pulverulenta,,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,HumanObservation,,,estimate count,27.74412727,-15.57739544,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"some shells flatter and with wider umbilicus (like M. arguineguinensis), but suture, keel and size like M. pulverulenta",(sub)fossil,Animalia,Monilearia pulverulenta,sp.,checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,species,ICZN
320,WL:SNAIL:GC:OCC:00319,Geomitridae,Obelus despreauxii,,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,HumanObservation,,,estimate count,27.74412727,-15.57739162,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Obelus despreauxii,sp.,checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,species,ICZN
321,WL:SNAIL:GC:OCC:00320,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,HumanObservation,adult,1,exact count,27.74405861,-15.57737541,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
322,WL:SNAIL:GC:OCC:00321,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,HumanObservation,adult,5,exact count,27.73927689,-15.58535862,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
323,WL:SNAIL:GC:OCC:00322,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,HumanObservation,juvenile,1,exact count,27.73927689,-15.58535862,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
324,WL:SNAIL:GC:OCC:00323,Geomitridae,Obelus despreauxii,,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,HumanObservation,adult,2,exact count,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Obelus despreauxii,sp.,checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,species,ICZN
325,WL:SNAIL:GC:OCC:00324,Geomitridae,Obelus despreauxii,,Obelus,despreauxii,,"(d´Orbigny, 1839)",05/02/2020,2020,HumanObservation,juvenile,1,exact count,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Obelus despreauxii,sp.,checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349,species,ICZN
326,WL:SNAIL:GC:OCC:00325,Geomitridae,Monilearia pulverulenta,,Monilearia,pulverulenta,,"(R.T. Lowe, 1861)",05/02/2020,2020,HumanObservation,,,exact count,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Monilearia pulverulenta,sp.,checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:1965d283fd3a5667283a82e923e2725c,species,ICZN
327,WL:SNAIL:GC:OCC:00326,Helicidae,Theba geminata,,Theba,geminata,,"(Mousson, 1857)",05/02/2020,2020,HumanObservation,juvenile,1,exact count,27.73919296,-15.58541298,25,Dunas de Maspalomas,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,(sub)fossil,Animalia,Theba geminata,sp.,checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,species,ICZN
328,WL:SNAIL:GC:OCC:00327,Helicidae,Otala lactea,,Otala,lactea,,"(O.F. Müller, 1774)",07/02/2020,2020,HumanObservation,adult,5,exact count,27.98452568,-15.78273773,25,La Aldea de San Nicolás de Tolentino,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Otala lactea,sp.,checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546,species,ICZN
329,WL:SNAIL:GC:OCC:00328,Helicidae,Hemicycla psathyra temperata,,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,HumanObservation,adult,1,exact count,27.97922134,-15.77190495,25,Molino de Agua,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Hemicycla psathyra temperata,infrasp.,checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,infraspecificname,ICZN
330,WL:SNAIL:GC:OCC:00329,Helicidae,Theba geminata,,Theba,geminata,,"(Mousson, 1857)",07/02/2020,2020,HumanObservation,adult,3,exact count,27.97904205,-15.77173615,25,Molino de Agua,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,alive,Animalia,Theba geminata,sp.,checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,species,ICZN
331,WL:SNAIL:GC:OCC:00330,Helicidae,Theba geminata,,Theba,geminata,,"(Mousson, 1857)",07/02/2020,2020,HumanObservation,,,estimate count,27.97903442,-15.77173519,25,Molino de Agua,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Theba geminata,sp.,checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e,species,ICZN
332,WL:SNAIL:GC:OCC:00331,Helicidae,Otala lactea,,Otala,lactea,,"(O.F. Müller, 1774)",07/02/2020,2020,HumanObservation,adult,2,exact count,27.97860527,-15.77147293,25,Molino de Agua,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Otala lactea,sp.,checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546,species,ICZN
333,WL:SNAIL:GC:OCC:00332,Helicidae,Hemicycla psathyra temperata,,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,HumanObservation,,,estimate count,27.97743225,-15.7685585,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,both large globular shells as more flattened shells,empty shell,Animalia,Hemicycla psathyra temperata,infrasp.,checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,infraspecificname,ICZN
334,WL:SNAIL:GC:OCC:00333,Trissexodontidae,Caracollina lenticula,,Caracollina,lenticula,,"(Michaud, 1831)",07/02/2020,2020,HumanObservation,adult,1,exact count,27.97727776,-15.76835728,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Caracollina lenticula,sp.,checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8,species,ICZN
335,WL:SNAIL:GC:OCC:00334,Geomitridae,Monilearia persimilis,,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,HumanObservation,,,estimate count,27.97725868,-15.76834965,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height",empty shell,Animalia,Monilearia persimilis,sp.,checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,species,ICZN
336,WL:SNAIL:GC:OCC:00335,Vitrinidae,Insulivitrina nogalesi,,Insulivitrina,nogalesi,,"Alonso & Ibáñez, 1990",07/02/2020,2020,HumanObservation,adult,2,exact count,27.97716904,-15.76831055,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Insulivitrina nogalesi,sp.,checklist_snails_grancanaria:taxon:1db0033533194859a74706a1c8d73179,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:1db0033533194859a74706a1c8d73179,species,ICZN
337,WL:SNAIL:GC:OCC:00336,Geomitridae,Xerotricha aff. orbignii,aff.,Xerotricha,aff. orbignii,,,07/02/2020,2020,HumanObservation,juvenile,3,exact count,27.97716904,-15.76833057,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,same species as on Tenerife?,empty shell,Animalia,Xerotricha orbignii,sp.,checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924,species,ICZN
338,WL:SNAIL:GC:OCC:00337,Streptaxidae,Gibbulinella aff. dewinteri,aff.,Gibbulinella,aff. dewinteri,,,07/02/2020,2020,HumanObservation,adult,3,exact count,27.97780418,-15.76633644,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,shell more slender than G. aff. dealbata,empty shell,Animalia,Gibbulinella dewinteri,sp.,checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588,species,ICZN
339,WL:SNAIL:GC:OCC:00338,Streptaxidae,Gibbulinella aff. dewinteri,aff.,Gibbulinella,aff. dewinteri,,,07/02/2020,2020,HumanObservation,juvenile,1,exact count,27.97780418,-15.76633644,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,shell more slender than G. aff. dealbata,empty shell,Animalia,Gibbulinella dewinteri,sp.,checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588,species,ICZN
340,WL:SNAIL:GC:OCC:00339,Pomatiidae,Pomatias aff. laevigatus,aff.,Pomatias,aff. laevigatus,,,07/02/2020,2020,HumanObservation,,,exact count,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"smooth surface, same species as on Tenerife?",empty shell,Animalia,Pomatias laevigatus,sp.,checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500,species,ICZN
341,WL:SNAIL:GC:OCC:00340,Enidae,Napaeus venegueraensis,,Napaeus,venegueraensis,,"Artiles, Santana & Deniz, 2011",07/02/2020,2020,HumanObservation,adult,3,exact count,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Napaeus venegueraensis,sp.,checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822,species,ICZN
342,WL:SNAIL:GC:OCC:00341,Enidae,Napaeus venegueraensis,,Napaeus,venegueraensis,,"Artiles, Santana & Deniz, 2011",07/02/2020,2020,HumanObservation,juvenile,1,exact count,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Napaeus venegueraensis,sp.,checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822,species,ICZN
343,WL:SNAIL:GC:OCC:00342,Enidae,Napaeus cf. venegueraensis,cf.,Napaeus,cf. venegueraensis,,,07/02/2020,2020,HumanObservation,adult,1,exact count,27.97766876,-15.7662487,25,Barranco de la Aldea southern slope (E of Molino de Agua),La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?",empty shell,Animalia,Napaeus venegueraensis,sp.,checklist_snails_grancanaria:taxon:487757b8a087dbf5a63c59a1d76e005c,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:487757b8a087dbf5a63c59a1d76e005c,species,ICZN
344,WL:SNAIL:GC:OCC:00343,Helicidae,Hemicycla psathyra temperata,,Hemicycla,psathyra,temperata,"(Mousson, 1872)",07/02/2020,2020,HumanObservation,,,estimate count,27.98385048,-15.75283241,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,both large globular shells as more flattened shells,empty shell,Animalia,Hemicycla psathyra temperata,infrasp.,checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64,infraspecificname,ICZN
345,WL:SNAIL:GC:OCC:00344,Geomitridae,Monilearia persimilis,,Monilearia,persimilis,,"(Shuttleworth, 1852)",07/02/2020,2020,HumanObservation,,,estimate count,27.98427391,-15.75175095,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height",empty shell,Animalia,Monilearia persimilis,sp.,checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:af570665a33dcf9a402686225b4837d1,species,ICZN
346,WL:SNAIL:GC:OCC:00345,Helicidae,Hemicycla saponacea,,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",07/02/2020,2020,HumanObservation,adult,3,exact count,27.98427391,-15.75175095,25,Between Barranco de la Aldea and Barranco del Pino Gordo,La Aldea de San Nicolás,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,Ward Langeraert,,empty shell,Animalia,Hemicycla saponacea,sp.,checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06,en,http://creativecommons.org/publicdomain/zero/1.0/,UGent,my_dataset_doi,UGent,Land and freshwater molluscs of Gran Canaria (Spain),checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06,species,ICZN
